id,OBJECTID,Shape_Leng,Shape_Area,A1C_BPS,A1N_BPS,A2C_BPS,A2N_BPS,A1C_SIAK,A1N_SIAK,A2C_SIAK,A2N_SIAK,YEAR,Type,Hectares,A2TEXT,SquareKM,latitude,longitude,provinsi_clean,Provinsi_x,2022_x,2023_x,Ketahanan Bangunan.csv.xl,Tembok,Plesteran Anyaman Bambu/Kawat,Kayu/Papan,Anyaman Bambu,Batang Kayu,Bambu,Lainnya,Listrik,Gas,Minyak Tanah,Kayu Bakar,Briket/Arang/Lainnya,Tidak Memasak,Milik Sendiri,Kontrak/Sewa,Bebas Sewa,Dinas,Pengeluaran Bahan Bakar.c,Listrik PLN,Listrik Non-PLN,Bukan Listrik,Sewa/Kontrak Rumah,Pemeliharaan dan Perbaikan Ringan,Air,Bahan Bakar,Kebutuhan Lainnya untuk Rumah,SHM atas Nama ART,SHM Bukan atas Nama ART dengan Perjanjian,SHM Bukan atas Nama ART tanpa Perjanjian,Air Kemasan Bermerk,Air Isi Ulang,Leding,Sumur Bor/Pompa,Sumur Terlindung,Sumur Tak Terlindung,Mata Air Terlindung,Mata Air Tak Terlindung,Air Permukaan,Air Hujan,Akses Air Minum Layak.csv,Beton,Genteng,Seng,Asbes,Kayu/Sirap,Jerami/Ijuk/Daun-Daunan/Rumbia,Akses Sanitasi Layak.csv.,Pengeluaran Air.csv.xlsx,Rumah Layak Huni.csv.xlsx,Marmer/Granit,Keramik,Parket/Vinil/Karpet,Ubin/Tegel/Teraso,Semen/Bata Merah,Tanah,Pengeluaran Gas.csv.xlsx,Ada Digunakan hanya ART Sendiri,Ada Digunakan bersama ART Rumah Tangga Tertentu,Ada di MCK Komunal,Ada di MCK Umum,Ada ART Tidak Menggunakan,Tidak Ada Fasilitas,Pengeluaran Perbaikan.csv,Pengeluaran Listrik.csv.x,Pengeluaran Sewa.csv.xlsx,Fasilitas Cuci Tangan.csv,≥7.2 m2,≥10 m2,Provinsi_y,2022_y,2023_y,2024,jarak_ke_provinsi
,21,0.047920649855,5.79627064852e-05,11,Aceh,1173,Kota Langsa,11,Aceh,1174,Kota Langsa,2017,Kota,21375.99786,1173,215.19181,4.4836496210620185,97.98270912032424,ACEH,Aceh,93.34,95.45,95.23,59.72,0.2,38.58,0.38,0.36,0.09,0.67,0.41,95.89,1.86,1.48,,0.36,85.14,4.0,9.71,1.15,11949.0,99.73,0.14,0.14,0.29,0.27,0.28,1.05,0.21,64.38,2.29,1.29,1.19,45.04,9.57,8.36,22.58,2.48,7.2,1.72,1.5,0.27,90.08,2.24,2.71,92.47,1.19,0.26,0.92,81.1,3840.0,67.76,3.02,27.14,0.37,0.56,59.92,1.5,10396.0,86.39,3.98,0.14,1.71,0.27,7.5,4597.0,29477.0,4586.0,72.94,93.04,80.45,Aceh,5615.0,4420.0,4586.0,0
,22,0.13028413011,0.000897367693351,11,Aceh,1174,Kota Lhokseumawe,11,Aceh,1173,Kota Lhokseumawe,2017,Kota,13926.10693,1174,140.19201,5.16438222124501,97.11032437882828,ACEH,Aceh,93.34,95.45,95.23,59.72,0.2,38.58,0.38,0.36,0.09,0.67,0.41,95.89,1.86,1.48,,0.36,85.14,4.0,9.71,1.15,11949.0,99.73,0.14,0.14,0.29,0.27,0.28,1.05,0.21,64.38,2.29,1.29,1.19,45.04,9.57,8.36,22.58,2.48,7.2,1.72,1.5,0.27,90.08,2.24,2.71,92.47,1.19,0.26,0.92,81.1,3840.0,67.76,3.02,27.14,0.37,0.56,59.92,1.5,10396.0,86.39,3.98,0.14,1.71,0.27,7.5,4597.0,29477.0,4586.0,72.94,93.04,80.45,Aceh,5615.0,4420.0,4586.0,0
,23,0.143929570032,0.00073237931376,11,Aceh,1175,Kota Subulussalam,11,Aceh,1175,Kota Subulussalam,2017,Kota,117016.84678,1175,1178.03682,2.7356148986637305,97.93724083673816,ACEH,Aceh,93.34,95.45,95.23,59.72,0.2,38.58,0.38,0.36,0.09,0.67,0.41,95.89,1.86,1.48,,0.36,85.14,4.0,9.71,1.15,11949.0,99.73,0.14,0.14,0.29,0.27,0.28,1.05,0.21,64.38,2.29,1.29,1.19,45.04,9.57,8.36,22.58,2.48,7.2,1.72,1.5,0.27,90.08,2.24,2.71,92.47,1.19,0.26,0.92,81.1,3840.0,67.76,3.02,27.14,0.37,0.56,59.92,1.5,10396.0,86.39,3.98,0.14,1.71,0.27,7.5,4597.0,29477.0,4586.0,72.94,93.04,80.45,Aceh,5615.0,4420.0,4586.0,0
,24,0.102751630175,0.00059921997923,12,Sumatera Utara,1201,Nias,12,Sumatera Utara,1204,Nias,2017,Kabupaten,86327.96269,1201,869.09567,1.0659380543481671,97.7283721103582,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
,25,0.0520623110617,9.87630930551e-05,12,Sumatera Utara,1202,Mandailing Natal,12,Sumatera Utara,1213,Mandailing Natal,2017,Kabupaten,653790.51989,1202,6581.95869,0.7743692720110582,99.3694323950025,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
,26,0.291575086012,0.00063836506123,12,Sumatera Utara,1203,Tapanuli Selatan,12,Sumatera Utara,1203,Tapanuli Selatan,2017,Kabupaten,414587.76352,1203,4173.79922,1.4927516224374695,99.25806495213416,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
,27,0.102915812903,0.0003179192965,12,Sumatera Utara,1204,Tapanuli Tengah,12,Sumatera Utara,1201,Tapanuli Tengah,2017,Kabupaten,233670.96075,1204,2352.44148,1.833899571929504,98.65973910759396,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
,28,0.264991200633,0.00398721400652,12,Sumatera Utara,1205,Tapanuli Utara,12,Sumatera Utara,1202,Tapanuli Utara,2017,Kabupaten,371706.5555,1205,3742.08634,1.9897652924011917,99.069738070246,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
,29,0.1638554639,0.00151627372672,12,Sumatera Utara,1206,Toba Samosir,12,Sumatera Utara,1212,Toba Samosir,2017,Kabupaten,214938.30843,1206,2163.8438,2.379734143642217,99.26420792560832,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
,30,0.273345513321,0.00355983646989,12,Sumatera Utara,1207,Labuhan Batu,12,Sumatera Utara,1210,Labuhanbatu,2017,Kabupaten,273609.79015,1207,2754.50842,2.2793779375785164,100.05650117699756,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
,31,0.249895565195,0.00246154410485,12,Sumatera Utara,1208,Asahan,12,Sumatera Utara,1209,Asahan,2017,Kabupaten,379016.70937,1208,3815.64969,2.802539175504701,99.56285616535487,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
,32,0.113146322141,0.000543930342935,12,Sumatera Utara,1209,Simalungun,12,Sumatera Utara,1208,Simalungun,2017,Kabupaten,441584.18075,1209,4445.5219,2.9770245290582444,99.0332350727967,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
,33,0.142716151689,0.0011785602967,12,Sumatera Utara,1210,Dairi,12,Sumatera Utara,1211,Dairi,2017,Kabupaten,199746.82264,1210,2010.89696,2.843626106152995,98.26728807093224,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
,34,0.228883119847,0.00225492287513,12,Sumatera Utara,1211,Karo,12,Sumatera Utara,1206,Karo,2017,Kabupaten,218264.97696,1211,2197.31609,3.120679894629059,98.29603250779104,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
,35,0.17340275404,0.0012505896023,12,Sumatera Utara,1212,Deli Serdang,12,Sumatera Utara,1207,Deli Serdang,2017,Kabupaten,260353.14387,1212,2621.01306,3.480872887902481,98.694353947794,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
,36,0.36689132113,0.00652031130524,12,Sumatera Utara,1213,Langkat,12,Sumatera Utara,1205,Langkat,2017,Kabupaten,626579.22745,1213,6307.84289,3.7107408658278698,98.22034601408176,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
,37,0.228395662899,0.00121085804201,12,Sumatera Utara,1214,Nias Selatan,12,Sumatera Utara,1214,Nias Selatan,2017,Kabupaten,250100.70249,1214,2517.86063,0.3204254942983459,98.10360671246238,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
,38,0.194580783538,0.00144072586117,12,Sumatera Utara,1215,Humbang Hasundutan,12,Sumatera Utara,1216,Humbang Hasundutan,2017,Kabupaten,253530.47973,1215,2552.36459,2.270726316564301,98.57243150109733,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
,39,0.475574082456,0.00979407370015,12,Sumatera Utara,1216,Pakpak Bharat,12,Sumatera Utara,1215,Pakpak Bharat,2017,Kabupaten,132555.14843,1216,1334.46726,2.5541773388086084,98.24060477639514,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
,40,0.144952602516,0.000546652265845,12,Sumatera Utara,1217,Samosir,12,Sumatera Utara,1217,Samosir,2017,Kabupaten,124066.30773,1217,1249.00784,2.5587223588770813,98.72129063005322,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
,41,0.120912317904,0.000622414205735,12,Sumatera Utara,1218,Serdang Bedagai,12,Sumatera Utara,1218,Serdang Bedagai,2017,Kabupaten,194721.92578,1218,1960.29719,3.36716790342862,99.05853860444029,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
,42,0.28922448932,0.00138177638341,12,Sumatera Utara,1219,Batu Bara,12,Sumatera Utara,1219,Batu Bara,2017,Kabupaten,91567.34876,1219,921.82501,3.234237937973284,99.47562412048092,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
,43,0.167694846967,0.00167908038843,12,Sumatera Utara,1220,Padang Lawas Utara,12,Sumatera Utara,1220,Padang Lawas Utara,2017,Kabupaten,396033.90892,1220,3987.00889,1.5932560770033484,99.75745203915962,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
,44,0.161062607059,0.000292868732174,12,Sumatera Utara,1221,Padang Lawas,12,Sumatera Utara,1221,Padang Lawas,2017,Kabupaten,383268.75472,1221,3858.5075,1.1404033531003548,99.84412105997292,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
,45,0.344853894868,0.00599809121875,12,Sumatera Utara,1222,Labuhan Batu Selatan,12,Sumatera Utara,1222,Labuhanbatu Selatan,2017,Kabupaten,308467.70501,1222,3105.44462,1.838873671687856,100.13053630729472,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
,46,0.46764940275,0.00982109163787,12,Sumatera Utara,1223,Labuhan Batu Utara,12,Sumatera Utara,1223,Labuhanbatu Utara,2017,Kabupaten,358292.40353,1223,3607.02823,2.4091045540976297,99.754625283727,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
,47,0.292517662971,0.00259344349708,12,Sumatera Utara,1224,Nias Utara,12,Sumatera Utara,1224,Nias Utara,2017,Kabupaten,120320.73785,1224,1211.31211,1.3127819954952034,97.35547737413172,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
,48,0.137531258919,0.00040954876128,12,Sumatera Utara,1225,Nias Barat,12,Sumatera Utara,1225,Nias Barat,2017,Kabupaten,45676.28774,1225,459.84024,1.025366735231171,97.48965275268225,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
,49,0.0325473751298,4.9243442775e-05,12,Sumatera Utara,1271,Kota Sibolga,12,Sumatera Utara,1273,Sibolga,2017,Kota,1087.12397,1271,10.94444,1.7383641877390714,98.78590566364493,SUMATERA UTARA,Sumatera Utara,89.31,92.44,93.81,73.8,0.35,23.91,1.24,0.27,0.13,0.31,0.46,93.69,0.78,4.86,,0.22,72.93,9.5,15.19,2.37,14339.0,99.23,0.5,0.27,0.71,0.28,0.39,1.25,0.25,44.04,1.59,2.28,2.53,39.14,12.32,21.29,10.19,2.32,7.7,1.32,0.99,2.06,92.94,2.09,2.15,91.69,2.19,0.11,0.56,85.73,6541.0,73.47,1.33,46.58,0.03,1.01,44.69,0.93,12343.0,91.3,3.25,0.13,0.89,0.05,4.38,4740.0,42018.0,9789.0,74.45,92.99,84.17,Sumatera Utara,12240.0,10563.0,9789.0,0
